[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:39:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:40:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:41:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:42:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:43:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:44:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:45:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:46:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:47:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:48:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:49:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:50:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:51:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:52:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:53:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:54:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:55:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:56:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:57:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:58:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:59:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:00:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:01:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:02:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:03:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:04:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:05:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:06:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:07:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:08:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:09:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:10:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:11:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:12:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:13:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 08:14:45] Altruists (Green): 19 | Selfish (Red): 17
